date,ticker,Polarity,daily_return,businessday,N,Type
2011-01-03 00:00:00+00:00,AAPL,0.6751269035532995,0.02173242187500013,True,206.0,
2011-01-04 00:00:00+00:00,AAPL,0.7380952380952381,0.00521892146679237,True,79.0,
2011-01-05 00:00:00+00:00,AAPL,0.6666666666666666,0.008180113852512605,True,60.0,
2011-01-06 00:00:00+00:00,AAPL,0.6271186440677966,-0.000808353293413222,True,57.0,
2011-01-07 00:00:00+00:00,AAPL,0.6853932584269663,0.007161447662438203,True,91.0,
2011-01-10 00:00:00+00:00,AAPL,0.8375,0.018847405688444674,True,169.0,
2011-01-11 00:00:00+00:00,AAPL,0.7848101265822784,-0.002379816395725376,True,160.0,
2011-01-12 00:00:00+00:00,AAPL,0.7046979865771812,0.008137220227806274,True,165.0,
2011-01-13 00:00:00+00:00,AAPL,0.8305084745762712,0.003658265964280094,True,129.0,
2011-01-14 00:00:00+00:00,AAPL,0.7755102040816326,0.008100034948508306,True,96.0,
2011-01-18 00:00:00+00:00,AAPL,0.7423510466988728,-0.022469065011792133,True,692.0,
2011-01-19 00:00:00+00:00,AAPL,0.6995827538247567,-0.00531334229600311,True,813.0,
2011-01-20 00:00:00+00:00,AAPL,0.5538461538461539,-0.01817970133396285,True,289.0,
2011-01-21 00:00:00+00:00,AAPL,0.7117117117117117,-0.017915084102292922,True,251.0,
2011-01-24 00:00:00+00:00,AAPL,0.6273764258555133,0.0328416074926543,True,305.0,
2011-01-25 00:00:00+00:00,AAPL,0.6621621621621622,0.011705378227726326,True,154.0,
2011-01-26 00:00:00+00:00,AAPL,0.6556291390728477,0.0071763915400231415,True,159.0,
2011-01-27 00:00:00+00:00,AAPL,0.6635514018691588,-0.0018613348302650712,True,107.0,
2011-01-28 00:00:00+00:00,AAPL,0.525,-0.020716121928735287,True,83.0,
2011-01-31 00:00:00+00:00,AAPL,0.5851851851851851,0.009580481714356326,True,142.0,
2011-02-01 00:00:00+00:00,AAPL,0.7941176470588235,0.016827743226814018,True,66.0,
2011-02-02 00:00:00+00:00,AAPL,0.7,-0.0020577630930642687,True,79.0,
2011-02-03 00:00:00+00:00,AAPL,0.6949152542372882,-0.0025557910503082315,True,56.0,
2011-02-04 00:00:00+00:00,AAPL,0.7714285714285715,0.008909853249476019,True,64.0,
2011-02-07 00:00:00+00:00,AAPL,0.803921568627451,0.0155266955266955,True,102.0,
2011-02-08 00:00:00+00:00,AAPL,0.7183098591549296,0.009435063089689777,True,66.0,
2011-02-09 00:00:00+00:00,AAPL,0.6190476190476191,0.008333304945571385,True,125.0,
2011-02-10 00:00:00+00:00,AAPL,0.7315436241610739,-0.01010718673218669,True,158.0,
2011-02-11 00:00:00+00:00,AAPL,0.6031746031746031,0.006515484669840088,True,295.0,
2011-02-14 00:00:00+00:00,AAPL,0.7615894039735099,0.006529297841409543,True,148.0,
2011-02-15 00:00:00+00:00,AAPL,0.6923076923076923,0.002004566011597708,True,73.0,
2011-02-16 00:00:00+00:00,AAPL,0.8181818181818182,0.00897474323352987,True,185.0,Good
2011-02-17 00:00:00+00:00,AAPL,0.7349397590361446,-0.013301049211026483,True,373.0,
2011-02-18 00:00:00+00:00,AAPL,0.746031746031746,-0.021601982182583912,True,207.0,
2011-02-22 00:00:00+00:00,AAPL,0.6217494089834515,-0.034088344363304435,True,488.0,
2011-02-23 00:00:00+00:00,AAPL,0.7170731707317073,0.01184256258948535,True,226.0,
2011-02-24 00:00:00+00:00,AAPL,0.8023715415019763,0.0007588582102620034,True,280.0,
2011-02-25 00:00:00+00:00,AAPL,0.7449664429530202,0.01539897340177343,True,151.0,
2011-02-28 00:00:00+00:00,AAPL,0.8559322033898306,0.01450479664522053,True,251.0,
2011-03-01 00:00:00+00:00,AAPL,0.7478991596638656,-0.011041561989795334,True,117.0,
2011-03-02 00:00:00+00:00,AAPL,0.7578947368421053,0.008044430448598483,True,205.0,
2011-03-03 00:00:00+00:00,AAPL,0.8256410256410256,0.021129160513461365,True,436.0,
2011-03-04 00:00:00+00:00,AAPL,0.7647058823529411,0.0012237178774057167,True,136.0,
2011-03-07 00:00:00+00:00,AAPL,0.6451612903225806,-0.012888916666666805,True,124.0,
2011-03-08 00:00:00+00:00,AAPL,0.6111111111111112,0.0011256754031314653,True,116.0,
2011-03-09 00:00:00+00:00,AAPL,0.6705882352941176,-0.009247835359572854,True,93.0,
2011-03-10 00:00:00+00:00,AAPL,0.5496688741721855,-0.01645527278917369,True,153.0,
2011-03-11 00:00:00+00:00,AAPL,0.7880794701986755,0.015345948153980826,True,159.0,
2011-03-14 00:00:00+00:00,AAPL,0.8067226890756303,0.004460382523946205,True,260.0,
2011-03-15 00:00:00+00:00,AAPL,0.7021276595744681,-0.022994710940151708,True,157.0,
2011-03-16 00:00:00+00:00,AAPL,0.678082191780822,-0.04463995728917447,True,325.0,
2011-03-17 00:00:00+00:00,AAPL,0.6850393700787402,0.014029877457353512,True,418.0,
2011-03-18 00:00:00+00:00,AAPL,0.5833333333333334,-0.011863494744696057,True,305.0,
2011-03-21 00:00:00+00:00,AAPL,0.5727272727272728,0.02609846596006693,True,247.0,
2011-03-22 00:00:00+00:00,AAPL,0.7872340425531915,0.005599823330381115,True,148.0,
2011-03-23 00:00:00+00:00,AAPL,0.6666666666666666,-0.005891002172010551,True,187.0,
2011-03-24 00:00:00+00:00,AAPL,0.8611111111111112,0.017040596715705236,True,150.0,
2011-03-25 00:00:00+00:00,AAPL,0.7833333333333333,0.019045163347537253,True,260.0,
2011-03-28 00:00:00+00:00,AAPL,0.8181818181818182,-0.003129117507847834,True,196.0,
2011-03-29 00:00:00+00:00,AAPL,0.6973684210526315,0.0014838203401439376,True,177.0,
2011-03-30 00:00:00+00:00,AAPL,0.7248677248677249,-0.006638904907650733,True,200.0,
2011-03-31 00:00:00+00:00,AAPL,0.7450980392156863,-0.00035134669993974743,True,229.0,
2011-04-01 00:00:00+00:00,AAPL,0.7540983606557377,-0.011326900817718366,True,131.0,
2011-04-04 00:00:00+00:00,AAPL,0.5520833333333334,-0.009780589737636403,True,437.0,Bad
2011-04-05 00:00:00+00:00,AAPL,0.7198275862068966,-0.0067410826812039915,True,520.0,
2011-04-06 00:00:00+00:00,AAPL,0.5892255892255892,-0.002508188423730795,True,325.0,
2011-04-07 00:00:00+00:00,AAPL,0.679144385026738,0.00011827002371700424,True,210.0,
2011-04-08 00:00:00+00:00,AAPL,0.6680161943319838,-0.00893276765655382,True,286.0,
2011-04-11 00:00:00+00:00,AAPL,0.5675675675675675,-0.012714170596311192,True,255.0,
2011-04-12 00:00:00+00:00,AAPL,0.6949152542372882,0.004836759517435452,True,265.0,
2011-04-13 00:00:00+00:00,AAPL,0.5955056179775281,0.011221450397757238,True,196.0,
2011-04-14 00:00:00+00:00,AAPL,0.5904761904761905,-0.011037366495106005,True,216.0,
2011-04-15 00:00:00+00:00,AAPL,0.5819672131147541,-0.014920942936016424,True,257.0,
2011-04-18 00:00:00+00:00,AAPL,0.5527638190954773,0.013406279038852942,True,460.0,
2011-04-19 00:00:00+00:00,AAPL,0.7433628318584071,0.01811053132106255,True,248.0,
2011-04-20 00:00:00+00:00,AAPL,0.8315217391304348,0.013467146553813647,True,399.0,
2011-04-21 00:00:00+00:00,AAPL,0.8161350844277674,0.024199088811658553,True,1177.0,Good
2011-04-22 00:00:00+00:00,AAPL,0.8106508875739645,,True,182.0,
2011-04-25 00:00:00+00:00,AAPL,0.7342657342657343,0.006595427190631664,True,150.0,
2011-04-26 00:00:00+00:00,AAPL,0.7466666666666667,-0.007334062304360622,True,157.0,
2011-04-27 00:00:00+00:00,AAPL,0.7006802721088435,-0.0007705610190468226,True,167.0,
2011-04-28 00:00:00+00:00,AAPL,0.7990867579908676,-0.009710095950595354,True,241.0,
2011-04-29 00:00:00+00:00,AAPL,0.6666666666666666,0.009747656813265948,True,240.0,
2011-05-02 00:00:00+00:00,AAPL,0.7404580152671756,-0.010995915802701983,True,287.0,
2011-05-03 00:00:00+00:00,AAPL,0.8034682080924855,0.005544674829617957,True,196.0,
2011-05-04 00:00:00+00:00,AAPL,0.7019230769230769,0.003934520277584008,True,228.0,
2011-05-05 00:00:00+00:00,AAPL,0.5900621118012422,-0.008067082184767593,True,171.0,
2011-05-06 00:00:00+00:00,AAPL,0.7303370786516854,-0.00025955299206903426,True,195.0,
2011-05-09 00:00:00+00:00,AAPL,0.59375,0.002711619454220271,True,209.0,
2011-05-10 00:00:00+00:00,AAPL,0.7027027027027027,0.005322209283020518,True,164.0,
2011-05-11 00:00:00+00:00,AAPL,0.7611940298507462,-0.006352839995626414,True,210.0,
2011-05-12 00:00:00+00:00,AAPL,0.6989247311827957,-0.0019007573682928713,True,201.0,
2011-05-13 00:00:00+00:00,AAPL,0.6689655172413793,-0.017514527584195805,True,147.0,
2011-05-16 00:00:00+00:00,AAPL,0.574468085106383,-0.021145403817914965,True,324.0,
2011-05-17 00:00:00+00:00,AAPL,0.5911111111111111,0.008520912346862142,True,249.0,
2011-05-18 00:00:00+00:00,AAPL,0.7884615384615384,0.011096536827020387,True,224.0,
